location,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Mean Sea Level Pressure
unit,°C,%,hPa
level,2 m elevation corrected,2 m,MSL
resolution,hourly,hourly,hourly
aggregation,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Mean Sea Level Pressure [MSL]
20240124T1000,13.240245,79.182976,1031.0
20240124T1100,13.460245,79.26948,1030.7
20240124T1200,13.720245,79.201904,1030.2
20240124T1300,13.920245,78.64898,1030.3
20240124T1400,13.750245,80.277084,1030.6
20240124T1500,13.260245,80.80268,1031.0
20240124T1600,12.760245,83.275566,1031.3
20240124T1700,12.220245,85.65745,1031.6
20240124T1800,11.370245,89.77222,1031.8
20240124T1900,10.970245,91.76256,1032.1
20240124T2000,10.790245,91.87421,1032.2
20240124T2100,10.490245,92.35255,1032.3
20240124T2200,10.490245,94.18126,1032.2
20240124T2300,10.5602455,94.50317,1032.4
20240125T0000,10.470245,94.62645,1032.1
20240125T0100,10.430245,95.008575,1031.8
20240125T0200,10.240245,96.35701,1031.8
20240125T0300,10.110246,96.3524,1031.8
20240125T0400,10.0602455,96.35062,1031.5
20240125T0500,10.000245,95.56952,1031.9
20240125T0600,9.790245,96.145386,1032.3
20240125T0700,9.530245,96.462395,1032.6
20240125T0800,9.630245,96.59683,1032.6
20240125T0900,9.920245,95.89026,1032.6
20240125T1000,10.530245,94.501724,1032.8
20240125T1100,11.200245,91.964,1032.5
20240125T1200,11.770246,88.6645,1032.0
20240125T1300,12.040245,86.97555,1031.1
20240125T1400,12.040245,87.03412,1030.5
20240125T1500,12.000245,87.030075,1030.2
20240125T1600,11.390245,88.80985,1030.1
20240125T1700,10.700245,90.81728,1030.1
20240125T1800,10.140245,91.76699,1030.4
20240125T1900,10.500245,89.516754,1030.4
20240125T2000,10.250245,89.06959,1030.5
20240125T2100,9.990245,88.198814,1030.5
20240125T2200,9.800245,87.999596,1030.3
20240125T2300,9.620245,86.78271,1030.6
20240126T0000,9.510245,87.42925,1030.6
20240126T0100,8.880245,88.334015,1030.5
20240126T0200,8.730246,88.07589,1030.5
20240126T0300,8.630245,88.798965,1030.5
20240126T0400,8.440246,89.58229,1030.5
20240126T0500,8.3102455,89.508835,1030.6
20240126T0600,8.340245,88.526184,1030.7
20240126T0700,8.8102455,86.63563,1030.7
20240126T0800,9.360246,85.332275,1030.8
20240126T0900,10.220245,83.06302,1030.5
20240126T1000,11.100245,82.83749,1030.2
20240126T1100,11.630245,80.67987,1029.9
20240126T1200,11.610246,82.79136,1029.6
20240126T1300,11.600245,84.83812,1029.7
20240126T1400,11.340245,85.966644,1029.7
20240126T1500,11.020246,88.29667,1030.4
20240126T1600,10.750245,89.598915,1031.1
20240126T1700,10.320246,90.35739,1032.4
20240126T1800,9.3102455,91.26992,1033.3
20240126T1900,8.320246,91.320564,1034.2
20240126T2000,7.3502455,91.62709,1034.8
20240126T2100,6.5302453,92.465416,1035.4
20240126T2200,5.4302454,93.17156,1035.4
20240126T2300,4.7402453,93.98639,1035.6
20240127T0000,3.6802454,95.61,1035.9
20240127T0100,3.0902452,95.71669,1036.3
20240127T0200,2.4502454,97.070244,1036.7
20240127T0300,1.9902455,96.98109,1037.1
20240127T0400,1.5402454,97.45441,1037.4
20240127T0500,1.1102455,96.80198,1037.7
20240127T0600,0.5502454,96.56436,1037.9
20240127T0700,0.070245415,96.47017,1038.3
20240127T0800,0.64024544,97.347015,1038.1
20240127T0900,2.1902454,94.63967,1038.3
20240127T1000,3.9702454,90.12671,1038.2
20240127T1100,5.6202455,83.677475,1037.7
20240127T1200,7.0302453,76.27319,1037.0
20240127T1300,8.050245,72.03725,1036.1
20240127T1400,8.490246,70.65746,1035.5
20240127T1500,8.160246,72.418495,1035.4
20240127T1600,5.650245,83.265205,1035.3
20240127T1700,4.5402455,86.08669,1035.5
20240127T1800,3.5802455,90.54466,1035.7
20240127T1900,3.1202455,92.47854,1035.8
20240127T2000,3.1802454,93.820366,1035.4
20240127T2100,2.6602454,94.05664,1035.0
20240127T2200,1.7902454,92.44302,1035.4
20240127T2300,1.1602454,92.86694,1035.6
20240128T0000,0.9302454,91.90263,1035.4
20240128T0100,0.8702454,90.6258,1035.0
20240128T0200,0.4202454,90.5168,1034.6
20240128T0300,0.2702454,91.17251,1034.5
20240128T0400,0.4602454,88.99829,1034.2
20240128T0500,0.4402454,88.99617,1033.9
20240128T0600,0.2102454,89.36733,1033.9
20240128T0700,0.070245415,90.08293,1033.9
20240128T0800,0.6002454,92.348366,1033.7
20240128T0900,2.9902453,87.53237,1033.4
20240128T1000,5.0802455,83.00803,1034.5
20240128T1100,7.1002455,77.4883,1034.4
20240128T1200,8.890245,71.29322,1033.4
20240128T1300,9.980246,68.41808,1032.2
20240128T1400,10.730246,66.73057,1031.6
20240128T1500,10.260245,73.18744,1031.2
20240128T1600,7.5302453,80.690315,1030.8
20240128T1700,5.2402453,87.52947,1030.8
20240128T1800,3.7702456,91.14741,1031.0
20240128T1900,2.8002453,94.540306,1031.2
20240128T2000,2.2902455,95.39984,1031.2
20240128T2100,1.8302454,94.549164,1030.9
20240128T2200,1.5802454,94.05414,1031.9
20240128T2300,1.3702455,94.10866,1032.0
20240129T0000,1.3202454,94.65494,1032.0
20240129T0100,1.1702454,93.54799,1031.8
20240129T0200,1.0802454,93.33692,1031.7
20240129T0300,1.2002454,93.61836,1031.7
20240129T0400,1.2702454,93.14667,1031.6
20240129T0500,1.4802454,92.21683,1031.7
20240129T0600,1.4602454,90.813034,1031.4
20240129T0700,1.2602453,90.2648,1031.8
20240129T0800,1.8402454,89.14228,1031.9
20240129T0900,4.2902455,85.80987,1031.9
20240129T1000,7.1602454,76.62266,1032.7
20240129T1100,9.490245,70.91443,1032.9
20240129T1200,11.360246,65.11694,1032.1
20240129T1300,12.590245,61.77096,1031.6
20240129T1400,13.180245,59.753857,1031.3
20240129T1500,12.750245,69.91778,1031.1
20240129T1600,9.620245,83.67407,1031.1
20240129T1700,7.2202454,90.16149,1031.5
20240129T1800,6.2002454,92.96163,1031.6
20240129T1900,5.2802453,94.48421,1032.0
20240129T2000,4.400245,95.78165,1032.1
20240129T2100,3.5802455,96.42631,1031.9
20240129T2200,3.5102453,91.19074,1032.4
20240129T2300,2.9602456,90.88129,1032.8
20240130T0000,2.5502453,90.64798,1032.8
20240130T0100,2.6002455,89.60838,1032.7
20240130T0200,2.7602453,88.84882,1032.6
20240130T0300,2.5402455,88.89053,1032.6
20240130T0400,2.3802454,88.616035,1032.6
20240130T0500,1.9802454,89.873825,1032.7
20240130T0600,2.0202456,90.8636,1032.9
20240130T0700,2.0802455,91.13338,1033.1
20240130T0800,2.8302455,89.69568,1033.4
20240130T0900,4.8202453,86.18172,1033.8
20240130T1000,7.690245,78.470955,1033.9
20240130T1100,9.610246,73.421684,1034.0
20240130T1200,10.830245,66.61264,1033.6
20240130T1300,11.8102455,61.92671,1033.0
20240130T1400,12.020246,62.195755,1032.8
20240130T1500,11.680245,67.12958,1033.0
20240130T1600,10.820246,72.28305,1033.1
20240130T1700,9.720245,77.55027,1033.7
20240130T1800,8.540245,81.52158,1034.0
20240130T1900,7.3402452,84.6741,1034.3
20240130T2000,6.150245,88.06092,1034.6
20240130T2100,5.170245,90.81249,1034.7
20240130T2200,5.2202454,88.33964,1034.8
20240130T2300,4.8302455,89.43835,1035.1
20240131T0000,4.0902452,91.56582,1035.3
20240131T0100,3.4502454,94.17423,1035.5
20240131T0200,2.6602454,95.2828,1035.7
20240131T0300,2.3202453,95.195335,1035.4
20240131T0400,2.1402454,94.84202,1035.2
20240131T0500,2.2502456,94.64332,1035.6
20240131T0600,2.5102453,93.640884,1035.9
20240131T0700,2.9502454,92.7322,1036.1
20240131T0800,3.9402456,89.80177,1036.2
20240131T0900,5.5902452,87.87814,1036.1
20240131T1000,7.4502454,84.86607,1036.0
20240131T1100,9.840245,78.1651,1035.4
20240131T1200,11.300245,72.52708,1034.6
20240131T1300,12.270246,66.88745,1033.6
20240131T1400,12.760245,62.898575,1033.2
20240131T1500,12.670245,64.78537,1033.0
20240131T1600,10.730246,74.97368,1033.1
20240131T1700,8.600245,83.136475,1033.5
20240131T1800,8.400246,85.27804,1033.6
20240131T1900,7.900245,87.32229,1033.7
20240131T2000,7.360245,89.236115,1033.4
20240131T2100,7.3402452,89.73322,1033.4
20240131T2200,7.420245,89.241684,1032.9
20240131T2300,7.920245,89.41175,1033.1
20240201T0000,8.090245,89.05607,1032.9
20240201T0100,8.230246,88.14826,1032.7
20240201T0200,8.530246,86.42514,1032.7
20240201T0300,8.800245,85.62143,1033.0
20240201T0400,8.740245,85.97098,1032.8
20240201T0500,8.520246,88.60472,1032.7
20240201T0600,8.520246,89.219,1032.6
20240201T0700,8.510245,88.054054,1032.5
20240201T0800,8.480246,87.6255,1032.9
20240201T0900,8.500245,88.66408,1033.1
20240201T1000,8.870245,89.68192,1033.2
20240201T1100,9.290245,90.39753,1033.1
20240201T1200,9.610246,91.29234,1033.0
20240201T1300,9.800245,91.743034,1032.8
20240201T1400,9.900246,92.75415,1032.6
20240201T1500,10.010245,92.698105,1032.8
20240201T1600,9.730246,93.440155,1033.3
20240201T1700,9.290245,94.2465,1033.3
20240201T1800,8.520246,96.09634,1033.5
20240201T1900,8.350245,96.68399,1034.0
20240201T2000,7.8002453,97.06407,1034.2
20240201T2100,7.3402452,97.18268,1034.1
20240201T2200,6.6802454,96.75677,1034.5
20240201T2300,6.5102453,96.28052,1034.9
20240202T0000,6.3202453,96.4069,1035.0
20240202T0100,6.380245,96.27515,1035.1
20240202T0200,6.1402454,96.80387,1035.3
20240202T0300,5.710245,97.26269,1035.1
20240202T0400,5.610245,97.80521,1035.1
20240202T0500,5.860245,98.291794,1035.1
20240202T0600,6.0702453,98.365776,1035.4
20240202T0700,6.230245,98.028244,1036.1
20240202T0800,6.380245,97.28554,1036.4
20240202T0900,6.7802453,95.29358,1036.8
20240202T1000,8.280246,87.54422,1036.8
20240202T1100,9.3102455,84.44746,1036.5
20240202T1200,10.430245,78.47721,1035.8
20240202T1300,11.070246,74.26098,1035.0
20240202T1400,11.200245,71.45951,1034.6
20240202T1500,10.930245,72.35478,1034.1
20240202T1600,9.650246,78.624344,1034.1
20240202T1700,7.610245,86.141426,1034.3
20240202T1800,6.5502453,88.78542,1034.4
20240202T1900,5.6202455,91.042946,1034.5
20240202T2000,5.0902452,92.03573,1034.4
20240202T2100,4.7602453,92.99445,1034.2
20240202T2200,4.9302454,91.89325,1034.1
20240202T2300,4.7002454,92.07131,1034.4
20240203T0000,4.0402455,92.28356,1034.1
20240203T0100,3.9302454,92.473114,1033.9
20240203T0200,3.9402456,92.07848,1033.8
20240203T0300,3.9002452,91.746956,1033.6
20240203T0400,3.8402452,93.12917,1033.5
20240203T0500,3.5402455,94.85512,1033.7
20240203T0600,3.3002453,94.43498,1033.6
20240203T0700,3.3202453,93.8295,1033.9
20240203T0800,4.3902454,92.50713,1034.0
20240203T0900,5.8102455,90.99445,1033.8
20240203T1000,6.9902453,88.14678,1033.6
20240203T1100,8.330246,82.98458,1033.3
20240203T1200,8.930245,78.72797,1032.6
20240203T1300,9.460245,74.847015,1032.0
20240203T1400,9.630245,72.91277,1031.6
20240203T1500,9.150246,74.1106,1031.5
20240203T1600,7.9902453,78.90807,1031.7
20240203T1700,6.8402452,85.08942,1032.3
20240203T1800,6.0802455,88.48951,1032.6
20240203T1900,5.7802453,90.03483,1033.0
20240203T2000,5.670245,91.36856,1033.0
20240203T2100,5.5602455,92.26603,1033.2
20240203T2200,5.4702454,91.934616,1032.4
20240203T2300,5.360245,92.577385,1032.7
20240204T0000,5.4902453,92.13086,1032.8
20240204T0100,5.4102454,91.800354,1032.6
20240204T0200,5.3902454,91.86365,1032.0
20240204T0300,5.3502455,91.342865,1032.4
20240204T0400,5.4102454,91.02558,1032.6
20240204T0500,5.3302455,90.76182,1032.5
20240204T0600,5.2202454,90.17581,1032.5
20240204T0700,5.1602454,89.97886,1033.1
20240204T0800,5.6002455,89.069176,1032.9
20240204T0900,6.480245,87.108574,1032.7
20240204T1000,7.250245,85.61865,1032.4
20240204T1100,8.080246,81.8555,1032.3
20240204T1200,8.830245,78.766914,1031.5
20240204T1300,9.330245,76.51728,1030.7
20240204T1400,9.390245,75.72969,1030.2
20240204T1500,9.180245,75.058304,1030.2
20240204T1600,8.420245,77.93115,1030.4
20240204T1700,7.130245,84.05477,1030.6
20240204T1800,6.670245,86.275475,1030.7
20240204T1900,6.3502455,87.83379,1030.9
20240204T2000,6.1402454,88.87043,1031.0
20240204T2100,5.7402453,90.094795,1030.8
20240204T2200,5.8002453,89.78292,1030.4
20240204T2300,5.7002454,89.900635,1030.6
20240205T0000,5.6202455,89.76643,1030.6
20240205T0100,5.5302453,89.37806,1030.5
20240205T0200,5.4702454,88.99352,1030.4
20240205T0300,5.2202454,89.98431,1030.2
20240205T0400,5.040245,90.22367,1030.6
20240205T0500,4.6402454,90.89644,1030.6
20240205T0600,4.5902452,90.50486,1030.6
20240205T0700,4.4102454,91.0064,1030.7
20240205T0800,5.1002455,89.21032,1030.7
20240205T0900,5.960245,87.4214,1030.8
20240205T1000,7.040245,82.22678,1030.4
20240205T1100,8.170245,79.54931,1029.9
20240205T1200,9.0602455,74.563705,1028.6
20240205T1300,9.970245,71.612526,1027.4
20240205T1400,10.450245,70.122826,1026.3
20240205T1500,10.420245,69.578606,1025.7
20240205T1600,8.5602455,77.40929,1025.4
20240205T1700,6.130245,85.06179,1025.3
20240205T1800,5.1402454,89.404366,1025.5
20240205T1900,4.690245,91.80944,1025.5
20240205T2000,4.0602455,93.476845,1025.3
20240205T2100,3.5902452,94.18293,1025.3
20240205T2200,3.2402453,94.29615,1025.2
20240205T2300,3.1602454,93.81905,1025.4
20240206T0000,3.0702453,92.94127,1025.2
20240206T0100,2.8602452,92.99296,1025.0
20240206T0200,2.6302452,92.307816,1025.0
20240206T0300,2.4702454,92.56253,1024.9
20240206T0400,2.5202456,91.7671,1024.9
20240206T0500,2.7802453,92.319466,1024.9
20240206T0600,2.7902455,92.25371,1025.0
20240206T0700,2.8202453,92.056755,1025.2
20240206T0800,4.0602455,89.9417,1025.2
20240206T0900,5.1602454,86.1605,1025.2
20240206T1000,6.2802453,82.82079,1025.3
20240206T1100,7.1402454,77.77071,1025.2
20240206T1200,7.860245,74.444405,1024.3
20240206T1300,8.260245,72.335724,1023.4
20240206T1400,8.370246,71.186584,1022.7
20240206T1500,8.170245,71.95914,1022.0
20240206T1600,7.690245,74.571045,1021.6
20240206T1700,6.7602453,78.42818,1021.5
20240206T1800,6.750245,78.873924,1021.6
20240206T1900,6.7402453,80.34205,1021.7
20240206T2000,6.8302455,80.75552,1021.7
20240206T2100,6.8002453,80.80821,1021.3
20240206T2200,6.630245,81.70413,1021.1
20240206T2300,6.8102455,80.23899,1020.9
20240207T0000,6.8302455,79.675,1020.8
20240207T0100,6.6002455,80.54886,1019.8
20240207T0200,6.7002454,80.33587,1019.0
20240207T0300,6.7802453,81.09195,1018.2
20240207T0400,6.9102454,81.74487,1017.2
20240207T0500,7.3502455,81.11955,1016.9
20240207T0600,7.7202454,80.60546,1016.4
20240207T0700,7.960245,80.41547,1016.2
20240207T0800,8.290245,79.40088,1015.8
20240207T0900,8.740245,78.2579,1015.6
20240207T1000,9.460245,76.75381,1015.3
20240207T1100,9.910245,74.92924,1014.7
20240207T1200,10.420245,72.20461,1013.8
20240207T1300,11.0602455,68.173615,1012.5
20240207T1400,11.280245,68.0312,1011.8
20240207T1500,11.470245,64.86922,1011.1
20240207T1600,10.990245,65.904854,1010.3
20240207T1700,10.290245,71.02807,1009.9
20240207T1800,9.720245,78.308586,1009.5
20240207T1900,9.170245,85.841736,1009.3
20240207T2000,9.270246,86.98449,1008.8
20240207T2100,9.300245,87.889946,1008.5
20240207T2200,9.370245,88.685135,1008.5
20240207T2300,9.380245,89.29658,1008.3
20240208T0000,9.610246,87.67976,1008.3
20240208T0100,9.620245,87.921646,1008.4
20240208T0200,9.8102455,87.39994,1008.2
20240208T0300,9.910245,86.22053,1008.0
20240208T0400,10.050245,85.29543,1007.4
20240208T0500,10.130245,84.95457,1007.1
20240208T0600,10.220245,84.61652,1006.7
20240208T0700,10.320246,84.686554,1006.8
20240208T0800,10.620245,85.47791,1006.6
20240208T0900,10.910245,86.44696,1006.4
20240208T1000,11.210245,88.4939,1006.7
20240208T1100,12.030245,86.623695,1005.9
20240208T1200,12.650246,79.95539,1005.1
20240208T1300,13.210245,75.77184,1004.3
20240208T1400,13.710245,71.70705,1003.5
20240208T1500,13.8102455,71.337364,1002.1
20240208T1600,12.340245,77.080345,1001.1
20240208T1700,10.870245,80.84636,999.9
20240208T1800,10.030245,85.29309,999.3
20240208T1900,10.000245,86.23044,998.7
20240208T2000,9.850245,88.06472,998.3
20240208T2100,9.980246,88.137566,998.0
20240208T2200,10.280245,86.79329,997.6
20240208T2300,10.080245,89.05434,996.8
20240209T0000,9.900246,91.68767,996.4
20240209T0100,9.740245,93.95033,996.2
20240209T0200,10.050245,92.51196,996.0
20240209T0300,10.400246,91.66077,995.6
20240209T0400,10.510245,89.456825,995.2
20240209T0500,10.510245,88.3687,994.7
20240209T0600,10.450245,88.54365,994.5
20240209T0700,10.470245,87.16922,994.2
20240209T0800,10.800245,86.25885,994.2
20240209T0900,11.300245,84.80293,993.8
20240209T1000,11.980246,81.889915,993.9
20240209T1100,12.550245,80.81142,993.3
20240209T1200,13.070246,79.6936,992.6
20240209T1300,13.120245,78.102,992.5
20240209T1400,12.330245,82.04826,991.9
20240209T1500,11.530245,85.40696,991.8
20240209T1600,10.800245,89.60315,991.5
20240209T1700,10.090245,93.714836,991.1
20240209T1800,9.580245,97.1205,991.2
20240209T1900,9.230246,98.37115,991.3
20240209T2000,8.950245,99.036385,990.9
20240209T2100,8.680245,99.099495,991.0
20240209T2200,8.700245,98.49405,991.0
20240209T2300,8.700245,98.76288,991.4
20240210T0000,8.790245,97.16235,990.9
20240210T0100,8.730246,96.829445,990.2
20240210T0200,8.290245,97.346436,989.4
20240210T0300,8.250245,97.34524,989.1
20240210T0400,8.050245,97.339134,988.8
20240210T0500,7.8202453,97.33202,988.3
20240210T0600,7.7002454,97.79806,988.1
20240210T0700,7.710245,96.92754,987.8
20240210T0800,7.940245,96.40391,988.1
20240210T0900,8.400246,96.68576,988.0
20240210T1000,9.450245,94.062546,987.2
20240210T1100,10.090245,92.76612,986.8
20240210T1200,11.000245,89.37782,985.6
20240210T1300,11.720245,87.47264,984.5
20240210T1400,11.960245,85.62868,984.1
20240210T1500,11.760245,85.78026,984.4
20240210T1600,11.180245,89.574715,984.6
20240210T1700,11.170245,91.34436,985.1
20240210T1800,10.400246,93.41555,986.1
20240210T1900,9.240245,96.649055,986.8
20240210T2000,9.280245,96.25689,987.4
20240210T2100,8.980246,94.35893,988.3
20240210T2200,9.190246,87.81854,989.9
20240210T2300,7.9902453,87.08918,991.4
20240211T0000,6.6602454,87.86607,992.6
20240211T0100,6.040245,87.67739,993.5
20240211T0200,6.020245,88.42108,994.2
20240211T0300,6.190245,88.6253,994.4
20240211T0400,6.4102454,88.959145,994.4
20240211T0500,6.4902453,88.34395,994.7
20240211T0600,6.5902452,87.673744,995.2
20240211T0700,6.610245,87.614235,995.9
20240211T0800,7.0602455,86.56265,996.5
20240211T0900,7.750245,85.140656,996.9
20240211T1000,8.400246,83.45807,997.4
20240211T1100,9.020246,79.45991,997.9
20240211T1200,9.490245,76.27837,997.6
20240211T1300,9.8102455,73.45989,997.3
20240211T1400,9.870245,71.19181,997.3
20240211T1500,9.660245,72.10491,997.9
20240211T1600,9.100245,74.67591,998.8
20240211T1700,8.520246,78.22172,999.5
20240211T1800,8.520246,78.993225,1000.6
20240211T1900,8.390245,79.58379,1001.3
20240211T2000,8.420245,80.82355,1001.8
20240211T2100,8.270246,83.4992,1002.2
20240211T2200,7.9102454,86.355934,1002.5
20240211T2300,7.7402453,87.97678,1002.9
20240212T0000,7.6802454,87.90945,1003.3
20240212T0100,7.5702453,88.20511,1003.9
20240212T0200,7.540245,88.26362,1003.8
20240212T0300,7.440245,88.747375,1004.1
20240212T0400,7.2602453,89.66353,1004.7
20240212T0500,7.110245,90.46696,1005.2
20240212T0600,6.8702455,91.33534,1005.3
20240212T0700,6.6402454,91.12588,1005.7
20240212T0800,7.0502453,90.65143,1006.7
20240212T0900,7.8302455,86.76925,1007.3
20240212T1000,8.570246,82.61306,1007.4
20240212T1100,9.110246,76.63975,1007.4
20240212T1200,9.470245,74.01493,1007.3
20240212T1300,9.580245,70.83314,1007.7
20240212T1400,9.710245,69.232765,1008.2
20240212T1500,9.570246,67.847206,1009.1
20240212T1600,8.970245,72.579094,1009.8
20240212T1700,7.670245,77.147995,1010.9
20240212T1800,7.1202455,80.45742,1012.2
20240212T1900,6.5702453,83.095894,1013.4
20240212T2000,6.3002453,84.3636,1014.5
20240212T2100,5.750245,87.08973,1015.3
20240212T2200,5.3402452,87.16793,1016.0
20240212T2300,4.9502454,87.68515,1016.9
20240213T0000,4.690245,89.68009,1017.9
20240213T0100,4.3702455,90.16327,1018.8
20240213T0200,4.0202456,91.75653,1019.4
20240213T0300,3.5502453,92.048134,1020.0
20240213T0400,2.9202452,92.72997,1020.5
20240213T0500,2.9702454,93.402954,1020.8
20240213T0600,2.8502455,94.001236,1021.0
20240213T0700,2.3402452,94.44409,1021.6
20240213T0800,4.6002455,90.57018,1022.3
20240213T0900,6.790245,84.54546,1022.5
20240213T1000,8.650246,76.66736,1022.3
20240213T1100,9.820246,68.5764,1022.6
20240213T1200,10.770246,60.93142,1021.9
20240213T1300,11.300245,55.996853,1021.5
20240213T1400,11.480246,53.540077,1020.9
20240213T1500,11.430245,52.46149,1021.0
20240213T1600,10.760245,52.122,1021.1
20240213T1700,8.710245,64.26303,1021.4
20240213T1800,6.9302454,72.89889,1021.9
20240213T1900,4.110245,85.78784,1021.8
20240213T2000,3.0802455,90.891815,1021.9
20240213T2100,3.3302455,92.36174,1022.1
20240213T2200,3.4002452,91.97035,1022.9
20240213T2300,3.6802454,91.46687,1023.4
20240214T0000,3.7902455,90.823296,1023.9
20240214T0100,3.9602456,90.51368,1024.4
20240214T0200,4.110245,89.689354,1023.9
20240214T0300,4.630245,88.026886,1023.6
20240214T0400,5.7202454,81.92041,1023.8
20240214T0500,6.1202455,79.27825,1024.0
20240214T0600,6.4702454,78.10081,1024.1
20240214T0700,6.9102454,76.46933,1024.2
20240214T0800,7.460245,78.37757,1024.6
20240214T0900,8.690246,76.24469,1024.6
20240214T1000,10.340245,73.714386,1024.9
20240214T1100,11.660245,71.600426,1024.9
20240214T1200,12.710245,70.87684,1024.6
20240214T1300,13.170245,71.309006,1024.3
20240214T1400,13.410245,71.79547,1023.7
20240214T1500,13.520246,72.80091,1023.5
20240214T1600,12.920245,77.75359,1023.5
20240214T1700,13.410245,71.84443,1023.5
20240214T1800,11.250245,82.80064,1023.6
20240214T1900,10.490245,87.17127,1023.7
20240214T2000,9.8102455,90.56309,1023.4
20240214T2100,8.710245,93.636215,1023.4
20240214T2200,7.790245,97.26419,1023.2
20240214T2300,6.5102453,97.69621,1023.5
20240215T0000,5.4102454,98.00484,1023.5
20240215T0100,4.7202454,97.50206,1023.5
20240215T0200,4.7402453,97.5715,1023.2
20240215T0300,4.7602453,97.503426,1022.9
20240215T0400,4.8702455,96.278336,1022.7
20240215T0500,5.1202455,96.28919,1022.6
20240215T0600,5.0902452,96.423515,1022.1
20240215T0700,5.3702455,96.97828,1021.6
20240215T0800,6.3102455,94.673996,1021.3
20240215T0900,8.250245,89.56541,1020.5
20240215T1000,10.320246,82.45084,1020.5
20240215T1100,12.740245,74.00671,1020.0
20240215T1200,13.940246,67.57582,1019.2
20240215T1300,14.400246,65.269455,1018.2
20240215T1400,14.670245,64.04803,1017.2
20240215T1500,14.400246,66.03253,1016.8
20240215T1600,13.280245,73.75303,1016.3
20240215T1700,12.220245,75.342514,1016.4
20240215T1800,10.640245,83.975334,1016.8
20240215T1900,9.660245,87.865326,1016.5
20240215T2000,8.890245,89.74539,1016.2
20240215T2100,8.300245,90.50321,1015.8
20240215T2200,9.030245,90.25223,1016.0
20240215T2300,8.750245,91.16491,1016.2
20240216T0000,8.770246,89.982475,1016.2
20240216T0100,8.880245,89.436226,1016.7
20240216T0200,9.000245,87.6181,1016.7
20240216T0300,8.930245,86.88838,1016.4
20240216T0400,8.790245,87.294655,1016.4
20240216T0500,8.600245,88.00215,1016.5
20240216T0600,8.430245,89.149155,1016.9
20240216T0700,8.8102455,87.71977,1017.5
20240216T0800,9.970245,84.412155,1018.2
20240216T0900,11.700245,80.91013,1018.9
